CMDLINE python3 /home/hukang/HiTE/module/judge_TIR_transposons.py -g /home/hukang/HiTE/demo/test/genome.fa.cut0.fa --seqs /home/hukang/HiTE/demo/test/longest_repeats_0.flanked.fa -t 40 --TRsearch_dir /home/hukang/HiTE/tools --tmp_output_dir /home/hukang/HiTE/demo/test --tandem_region_cutoff 0.5 --ref_index 0 --plant 1 --flanking_len 50
MEM 1.855469 1677987426.6303
MEM 20.308594 1677987426.7309
MEM 22.234375 1677987426.8314
MEM 22.347656 1677987426.9319
MEM 22.347656 1677987427.0324
MEM 22.347656 1677987427.1327
MEM 22.347656 1677987427.2332
MEM 22.347656 1677987427.3337
MEM 22.347656 1677987427.4342
MEM 22.347656 1677987427.5347
MEM 22.347656 1677987427.6352
MEM 22.347656 1677987427.7356
MEM 22.347656 1677987427.8360
MEM 22.347656 1677987427.9364
MEM 22.347656 1677987428.0369
MEM 22.347656 1677987428.1373
MEM 22.347656 1677987428.2377
MEM 22.347656 1677987428.3381
MEM 22.347656 1677987428.4385
MEM 22.347656 1677987428.5390
MEM 22.347656 1677987428.6394
MEM 22.347656 1677987428.7398
MEM 22.347656 1677987428.8402
MEM 22.347656 1677987428.9406
MEM 22.347656 1677987429.0411
MEM 22.347656 1677987429.1415
MEM 22.347656 1677987429.2419
MEM 22.347656 1677987429.3423
MEM 22.347656 1677987429.4428
MEM 22.347656 1677987429.5432
MEM 22.347656 1677987429.6436
MEM 22.347656 1677987429.7440
MEM 22.347656 1677987429.8444
MEM 22.347656 1677987429.9448
MEM 22.347656 1677987430.0452
MEM 22.347656 1677987430.1457
MEM 22.347656 1677987430.2461
MEM 22.347656 1677987430.3465
MEM 22.347656 1677987430.4469
MEM 22.347656 1677987430.5473
MEM 22.347656 1677987430.6477
MEM 22.347656 1677987430.7482
MEM 22.347656 1677987430.8486
MEM 22.347656 1677987430.9490
MEM 22.347656 1677987431.0494
MEM 22.347656 1677987431.1499
MEM 22.347656 1677987431.2503
MEM 22.347656 1677987431.3507
MEM 22.347656 1677987431.4511
MEM 22.347656 1677987431.5515
MEM 22.347656 1677987431.6518
MEM 22.347656 1677987431.7523
MEM 22.347656 1677987431.8527
MEM 22.347656 1677987431.9531
MEM 22.347656 1677987432.0536
MEM 22.347656 1677987432.1540
MEM 22.347656 1677987432.2544
MEM 22.347656 1677987432.3549
MEM 22.347656 1677987432.4554
MEM 22.347656 1677987432.5559
MEM 22.347656 1677987432.6564
MEM 22.347656 1677987432.7569
MEM 22.347656 1677987432.8574
MEM 22.347656 1677987432.9578
MEM 22.347656 1677987433.0582
MEM 22.347656 1677987433.1586
MEM 22.347656 1677987433.2590
MEM 22.347656 1677987433.3594
MEM 22.347656 1677987433.4598
MEM 22.347656 1677987433.5602
MEM 22.347656 1677987433.6606
MEM 22.347656 1677987433.7610
MEM 22.347656 1677987433.8614
MEM 22.347656 1677987433.9619
MEM 22.347656 1677987434.0623
MEM 22.347656 1677987434.1627
MEM 22.347656 1677987434.2632
MEM 22.347656 1677987434.3636
MEM 22.347656 1677987434.4640
MEM 22.347656 1677987434.5644
MEM 22.347656 1677987434.6647
MEM 22.347656 1677987434.7651
MEM 22.347656 1677987434.8655
MEM 22.347656 1677987434.9660
MEM 22.347656 1677987435.0664
MEM 22.347656 1677987435.1668
MEM 22.347656 1677987435.2673
MEM 22.347656 1677987435.3677
MEM 22.347656 1677987435.4681
MEM 22.347656 1677987435.5685
MEM 22.347656 1677987435.6689
MEM 22.347656 1677987435.7693
MEM 22.347656 1677987435.8698
MEM 22.347656 1677987435.9702
MEM 22.347656 1677987436.0706
MEM 22.347656 1677987436.1710
MEM 22.347656 1677987436.2714
MEM 22.347656 1677987436.3718
MEM 22.347656 1677987436.4722
MEM 22.347656 1677987436.5727
MEM 22.347656 1677987436.6729
MEM 22.347656 1677987436.7733
MEM 22.347656 1677987436.8739
MEM 22.347656 1677987436.9743
MEM 22.347656 1677987437.0747
MEM 22.347656 1677987437.1752
MEM 22.347656 1677987437.2756
MEM 22.347656 1677987437.3761
MEM 22.347656 1677987437.4765
MEM 22.347656 1677987437.5770
MEM 22.347656 1677987437.6775
MEM 22.347656 1677987437.7780
MEM 22.347656 1677987437.8785
MEM 22.347656 1677987437.9789
MEM 22.347656 1677987438.0793
MEM 22.347656 1677987438.1798
MEM 22.347656 1677987438.2802
MEM 22.347656 1677987438.3807
MEM 22.347656 1677987438.4811
MEM 22.347656 1677987438.5815
MEM 22.347656 1677987438.6819
MEM 22.347656 1677987438.7824
MEM 22.347656 1677987438.8828
MEM 22.347656 1677987438.9833
MEM 22.347656 1677987439.0836
MEM 22.347656 1677987439.1841
MEM 22.347656 1677987439.2845
MEM 22.347656 1677987439.3849
MEM 22.347656 1677987439.4854
MEM 22.347656 1677987439.5858
MEM 22.347656 1677987439.6862
MEM 22.347656 1677987439.7866
MEM 22.347656 1677987439.8870
MEM 22.347656 1677987439.9874
MEM 22.347656 1677987440.0879
MEM 22.347656 1677987440.1883
MEM 22.347656 1677987440.2887
MEM 22.347656 1677987440.3890
MEM 22.347656 1677987440.4895
MEM 22.347656 1677987440.5899
MEM 22.347656 1677987440.6903
