CMDLINE python3 /home/hukang/HiTE/module/judge_TIR_transposons.py -g /home/hukang/HiTE/demo/test/genome.fa.cut0.fa --seqs /home/hukang/HiTE/demo/test/longest_repeats_0.flanked.fa -t 40 --TRsearch_dir /home/hukang/HiTE/tools --tmp_output_dir /home/hukang/HiTE/demo/test --tandem_region_cutoff 0.5 --ref_index 0 --plant 1 --flanking_len 50
MEM 1.785156 1677987574.5605
MEM 20.246094 1677987574.6610
MEM 23.894531 1677987574.7615
MEM 24.214844 1677987574.8622
MEM 24.246094 1677987574.9627
MEM 24.246094 1677987575.0632
MEM 24.246094 1677987575.1636
MEM 24.246094 1677987575.2642
MEM 24.246094 1677987575.3647
MEM 24.246094 1677987575.4652
MEM 24.246094 1677987575.5656
MEM 24.246094 1677987575.6660
MEM 24.246094 1677987575.7664
MEM 24.246094 1677987575.8667
MEM 24.246094 1677987575.9671
MEM 24.246094 1677987576.0675
MEM 24.246094 1677987576.1679
MEM 24.246094 1677987576.2683
MEM 24.246094 1677987576.3687
MEM 24.246094 1677987576.4691
MEM 24.246094 1677987576.5695
MEM 24.246094 1677987576.6700
MEM 24.246094 1677987576.7704
MEM 24.246094 1677987576.8708
MEM 24.246094 1677987576.9711
MEM 24.246094 1677987577.0713
MEM 24.246094 1677987577.1717
MEM 24.246094 1677987577.2721
MEM 24.246094 1677987577.3725
MEM 24.246094 1677987577.4727
MEM 24.246094 1677987577.5731
MEM 24.246094 1677987577.6736
MEM 24.246094 1677987577.7740
MEM 24.246094 1677987577.8744
MEM 24.246094 1677987577.9748
MEM 24.246094 1677987578.0752
MEM 24.246094 1677987578.1756
MEM 24.246094 1677987578.2760
MEM 24.246094 1677987578.3764
MEM 24.246094 1677987578.4769
MEM 24.246094 1677987578.5773
MEM 24.246094 1677987578.6777
MEM 24.246094 1677987578.7781
MEM 24.246094 1677987578.8785
MEM 24.246094 1677987578.9789
MEM 24.246094 1677987579.0793
MEM 24.246094 1677987579.1798
MEM 24.246094 1677987579.2802
MEM 24.246094 1677987579.3806
MEM 24.246094 1677987579.4810
MEM 24.246094 1677987579.5813
MEM 24.246094 1677987579.6818
MEM 24.246094 1677987579.7822
MEM 24.246094 1677987579.8826
MEM 24.246094 1677987579.9830
MEM 24.246094 1677987580.0835
MEM 24.246094 1677987580.1840
MEM 24.246094 1677987580.2844
MEM 24.246094 1677987580.3849
MEM 24.246094 1677987580.4853
MEM 24.246094 1677987580.5858
MEM 24.246094 1677987580.6862
MEM 24.246094 1677987580.7866
MEM 24.246094 1677987580.8870
MEM 24.246094 1677987580.9874
MEM 24.246094 1677987581.0877
MEM 24.246094 1677987581.1881
MEM 24.246094 1677987581.2885
MEM 24.246094 1677987581.3890
MEM 24.246094 1677987581.4894
MEM 24.246094 1677987581.5898
MEM 24.246094 1677987581.6902
MEM 24.246094 1677987581.7906
MEM 24.246094 1677987581.8911
MEM 24.246094 1677987581.9915
MEM 24.246094 1677987582.0919
MEM 24.246094 1677987582.1923
MEM 24.246094 1677987582.2928
MEM 24.246094 1677987582.3932
MEM 24.246094 1677987582.4936
MEM 24.246094 1677987582.5940
MEM 24.246094 1677987582.6944
MEM 24.246094 1677987582.7948
MEM 24.246094 1677987582.8953
MEM 24.246094 1677987582.9957
MEM 24.246094 1677987583.0961
MEM 24.246094 1677987583.1964
MEM 24.246094 1677987583.2968
MEM 24.246094 1677987583.3972
MEM 24.246094 1677987583.4975
MEM 24.246094 1677987583.5979
MEM 24.246094 1677987583.6983
MEM 24.246094 1677987583.7988
MEM 24.246094 1677987583.8992
MEM 24.246094 1677987583.9997
MEM 24.246094 1677987584.1001
MEM 24.246094 1677987584.2005
MEM 24.246094 1677987584.3009
MEM 24.246094 1677987584.4013
MEM 24.246094 1677987584.5017
MEM 24.246094 1677987584.6021
MEM 24.246094 1677987584.7026
MEM 24.246094 1677987584.8030
MEM 24.246094 1677987584.9035
MEM 24.246094 1677987585.0039
MEM 24.246094 1677987585.1043
MEM 24.246094 1677987585.2047
MEM 24.246094 1677987585.3051
MEM 24.246094 1677987585.4055
MEM 24.246094 1677987585.5060
MEM 24.246094 1677987585.6065
MEM 24.246094 1677987585.7069
MEM 24.246094 1677987585.8073
MEM 24.246094 1677987585.9077
MEM 24.246094 1677987586.0081
MEM 24.246094 1677987586.1086
MEM 24.246094 1677987586.2090
MEM 24.246094 1677987586.3094
MEM 24.246094 1677987586.4098
MEM 24.246094 1677987586.5101
MEM 24.246094 1677987586.6105
MEM 24.246094 1677987586.7110
MEM 24.246094 1677987586.8114
MEM 24.246094 1677987586.9117
MEM 24.246094 1677987587.0120
MEM 24.246094 1677987587.1125
MEM 24.246094 1677987587.2128
MEM 24.246094 1677987587.3132
MEM 24.246094 1677987587.4136
MEM 24.246094 1677987587.5139
MEM 24.246094 1677987587.6143
MEM 24.246094 1677987587.7147
MEM 24.246094 1677987587.8151
MEM 24.246094 1677987587.9155
MEM 24.246094 1677987588.0159
MEM 24.246094 1677987588.1163
MEM 24.246094 1677987588.2168
MEM 24.246094 1677987588.3172
MEM 24.246094 1677987588.4176
MEM 24.246094 1677987588.5180
MEM 24.246094 1677987588.6184
MEM 24.246094 1677987588.7189
MEM 24.246094 1677987588.8193
MEM 24.246094 1677987588.9197
MEM 24.246094 1677987589.0201
MEM 24.246094 1677987589.1205
MEM 24.246094 1677987589.2208
MEM 24.246094 1677987589.3212
MEM 24.246094 1677987589.4216
MEM 24.246094 1677987589.5220
MEM 24.246094 1677987589.6224
MEM 24.246094 1677987589.7228
MEM 24.246094 1677987589.8233
MEM 24.246094 1677987589.9238
